correlation,lag,start_time,Template_Name,Audio_File
0.1271214,-1266792,138.46743764172336,atelopus_varius_call,sample_audio/test_dset_2.wav
0.122311525,-1266782,138.4678911564626,atelopus_varius_call,sample_audio/test_dset_2.wav
0.12171633,-1266771,138.46839002267575,atelopus_varius_call,sample_audio/test_dset_2.wav
0.12141903,-1266761,138.46884353741495,atelopus_varius_call,sample_audio/test_dset_2.wav
0.121306375,-1266802,138.46698412698413,atelopus_varius_call,sample_audio/test_dset_2.wav
0.11769561,-1266781,138.4679365079365,atelopus_varius_call,sample_audio/test_dset_2.wav
0.1158411,-1266944,138.46054421768707,atelopus_varius_call,sample_audio/test_dset_2.wav
0.11197679,-1266954,138.46009070294784,atelopus_varius_call,sample_audio/test_dset_2.wav
0.11173168,-1266772,138.4683446712018,atelopus_varius_call,sample_audio/test_dset_2.wav
0.11103183,-1266964,138.4596371882086,atelopus_varius_call,sample_audio/test_dset_2.wav
0.11058041,-1266791,138.46748299319728,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10903231,-1266751,138.4692970521542,atelopus_varius_call,sample_audio/test_dset_2.wav
0.107077956,-1266965,138.4595918367347,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10699279,-1266934,138.4609977324263,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10515072,-1266812,138.4665306122449,atelopus_varius_call,sample_audio/test_dset_2.wav
0.103889495,-1266975,138.45913832199545,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10362988,-1266985,138.45868480725625,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10341723,-1266762,138.46879818594104,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10303149,-1266974,138.4591836734694,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10201135,-1266061,138.500589569161,atelopus_varius_call,sample_audio/test_dset_2.wav
0.10181702,-1266051,138.5010430839002,atelopus_varius_call,sample_audio/test_dset_2.wav
0.101110645,-1266558,138.4780498866213,atelopus_varius_call,sample_audio/test_dset_2.wav
0.101009294,-1266741,138.46975056689342,atelopus_varius_call,sample_audio/test_dset_2.wav
0.100349486,-1266803,138.46693877551022,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09925983,-1265042,138.54680272108843,atelopus_varius_call,sample_audio/test_dset_2.wav
0.099199206,-1266995,138.458231292517,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09897774,-1266984,138.45873015873016,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09865302,-1266955,138.46004535147392,atelopus_varius_call,sample_audio/test_dset_2.wav
0.098310776,-1265053,138.54630385487528,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09795653,-1266050,138.50108843537416,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09783908,-1266568,138.4775963718821,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09755777,-1266813,138.46648526077098,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09716167,-1266548,138.47850340136054,atelopus_varius_call,sample_audio/test_dset_2.wav
0.096691474,-1266801,138.46702947845804,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09640371,-1266071,138.50013605442177,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09576179,-1266731,138.47020408163266,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09552679,-1266822,138.46607709750566,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09540551,-1265032,138.54725623582766,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09539377,-1266793,138.46739229024942,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09528761,-1265073,138.54539682539684,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09459809,-1266040,138.5015419501134,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09422865,-1265063,138.54585034013604,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09411211,-1266265,138.4913378684807,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09366183,-1266081,138.49968253968254,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09337684,-1266275,138.4908843537415,atelopus_varius_call,sample_audio/test_dset_2.wav
0.093366355,-1266030,138.5019954648526,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09256569,-1266823,138.46603174603175,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09227054,-1265022,138.5477097505669,atelopus_varius_call,sample_audio/test_dset_2.wav
0.091901846,-1267005,138.45777777777778,atelopus_varius_call,sample_audio/test_dset_2.wav
0.091802165,-1265043,138.5467573696145,atelopus_varius_call,sample_audio/test_dset_2.wav
0.091689795,-1265052,138.54634920634922,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09155133,-1266943,138.460589569161,atelopus_varius_call,sample_audio/test_dset_2.wav
0.091532074,-1266254,138.4918367346939,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09146712,-1266750,138.4693424036281,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09084224,-1266740,138.46979591836734,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09060157,-1266041,138.50149659863945,atelopus_varius_call,sample_audio/test_dset_2.wav
0.09056055,-1266578,138.47714285714287,atelopus_varius_call,sample_audio/test_dset_2.wav
0.090415366,-1266924,138.46145124716554,atelopus_varius_call,sample_audio/test_dset_2.wav
0.090353474,-1266945,138.46049886621316,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08975411,-1266060,138.50063492063492,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08966615,-1266255,138.49179138321995,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08935944,-1266760,138.4688888888889,atelopus_varius_call,sample_audio/test_dset_2.wav
0.088658616,-1266547,138.47854875283446,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08801019,-1266923,138.46149659863946,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08760526,-1266537,138.4790022675737,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08751764,-1266072,138.50009070294786,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08729194,-1266285,138.49043083900227,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08684262,-1266730,138.47024943310657,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0867952,-1266579,138.47709750566892,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08675321,-1266933,138.46104308390022,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08675174,-1266295,138.48997732426304,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08629859,-1266234,138.49274376417233,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08590385,-1266538,138.47895691609978,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08565006,-1266527,138.47945578231293,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08543499,-1266752,138.46925170068027,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08527249,-1265074,138.5453514739229,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08509712,-1266020,138.50244897959183,atelopus_varius_call,sample_audio/test_dset_2.wav
0.084993884,-1266770,138.46843537414966,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08497127,-1266833,138.4655782312925,atelopus_varius_call,sample_audio/test_dset_2.wav
0.084324904,-1265033,138.54721088435375,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08426747,-1266082,138.49963718820862,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0842483,-1265062,138.54589569160999,atelopus_varius_call,sample_audio/test_dset_2.wav
0.084158435,-1266557,138.47809523809525,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08371757,-1266721,138.4706575963719,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08370857,-1266264,138.49138321995466,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0832456,-1266599,138.47619047619048,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08319816,-1265084,138.5448979591837,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08308123,-1071744,147.31315192743764,atelopus_varius_call,sample_audio/test_dset_2.wav
0.082833394,-1265083,138.5449433106576,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08273371,-1266588,138.47668934240363,atelopus_varius_call,sample_audio/test_dset_2.wav
0.082389325,-1266783,138.46784580498866,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08235686,-1264024,138.59297052154196,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08205073,-1266953,138.46013605442178,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08166134,-1265012,138.54816326530613,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08164197,-1266609,138.47573696145125,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08145881,-1266994,138.45827664399093,atelopus_varius_call,sample_audio/test_dset_2.wav
0.081374384,-1266091,138.4992290249433,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08104876,-1267015,138.45732426303854,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08073905,-1266589,138.47664399092972,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08060284,-1266245,138.49224489795918,atelopus_varius_call,sample_audio/test_dset_2.wav
0.080468476,-1266019,138.50249433106575,atelopus_varius_call,sample_audio/test_dset_2.wav
0.08041271,-1266528,138.479410430839,atelopus_varius_call,sample_audio/test_dset_2.wav
0.080213465,-1266913,138.4619501133787,atelopus_varius_call,sample_audio/test_dset_2.wav
0.079778165,-1266244,138.4922902494331,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07956788,-1266598,138.4762358276644,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07952538,-1265064,138.54580498866213,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07947116,-1266986,138.4586394557823,atelopus_varius_call,sample_audio/test_dset_2.wav
0.079068944,-1264035,138.5924716553288,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07889761,-1265227,138.53841269841269,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07885077,-1265094,138.54444444444445,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07858638,-1264014,138.5934240362812,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07851083,-1266996,138.4581859410431,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07848809,-1266458,138.4825850340136,atelopus_varius_call,sample_audio/test_dset_2.wav
0.078332834,-1265876,138.50897959183675,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07829176,-1266092,138.4991836734694,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07826942,-1266914,138.46190476190475,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0781199,-1264025,138.592925170068,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0778159,-1266742,138.4697052154195,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07779021,-1266224,138.49319727891157,atelopus_varius_call,sample_audio/test_dset_2.wav
0.077783056,-1266029,138.50204081632654,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07772929,-1267016,138.45727891156463,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07758689,-1266437,138.48353741496598,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07755856,-1266569,138.47755102040816,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0775344,-1267006,138.45773242630386,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07746833,-1266832,138.46562358276643,atelopus_varius_call,sample_audio/test_dset_2.wav
0.077376746,-1265206,138.53936507936507,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07731832,-1265237,138.53795918367348,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07726525,-1266811,138.4665759637188,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0767648,-1266700,138.47160997732425,atelopus_varius_call,sample_audio/test_dset_2.wav
0.076716095,-1266710,138.47115646258504,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07669131,-1267390,138.44031746031746,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07645238,-1266567,138.47764172335602,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07630422,-1266274,138.49092970521542,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07623256,-1266843,138.46512471655328,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07616261,-1267025,138.4568707482993,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07606914,-1266619,138.475283446712,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07599975,-1266935,138.4609523809524,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07594252,-1267167,138.45043083900228,atelopus_varius_call,sample_audio/test_dset_2.wav
0.075858675,-1266009,138.50294784580498,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07584221,-1265226,138.53845804988663,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07580779,-1266427,138.48399092970521,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07549785,-1265217,138.53886621315192,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07549555,-1266305,138.4895238095238,atelopus_varius_call,sample_audio/test_dset_2.wav
0.075407326,-1071734,147.31360544217688,atelopus_varius_call,sample_audio/test_dset_2.wav
0.075385734,-1266286,138.49038548752836,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07537348,-1266711,138.4711111111111,atelopus_varius_call,sample_audio/test_dset_2.wav
0.075161465,-1265002,138.54861678004536,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07501214,-1266296,138.48993197278912,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07494646,-1266448,138.48303854875283,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07478956,-1266630,138.47478458049886,atelopus_varius_call,sample_audio/test_dset_2.wav
0.0747724,-1071745,147.31310657596373,atelopus_varius_call,sample_audio/test_dset_2.wav
0.074728265,-1267400,138.43986394557822,atelopus_varius_call,sample_audio/test_dset_2.wav
0.074545704,-1266102,138.49873015873015,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07437485,-1266062,138.50054421768706,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07428162,-1266559,138.4780045351474,atelopus_varius_call,sample_audio/test_dset_2.wav
0.074032724,-1266780,138.46798185941043,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07386951,-1267380,138.4407709750567,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07377538,-1265023,138.54766439909298,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07376633,-1266284,138.4904761904762,atelopus_varius_call,sample_audio/test_dset_2.wav
0.07354646,-1264258,138.582358276644,atelopus_varius_call,sample_audio/test_dset_2.wav
