correlation,lag,start_time,Template_Name,Audio_File
0.13484874,-1254167,139.04,template_3,sample_audio/test_dset_2.wav
0.13024388,-1254146,139.04095238095238,template_3,sample_audio/test_dset_2.wav
0.12622273,-1254157,139.04045351473923,template_3,sample_audio/test_dset_2.wav
0.12382361,-1254177,139.03954648526076,template_3,sample_audio/test_dset_2.wav
0.12344382,-1254156,139.04049886621314,template_3,sample_audio/test_dset_2.wav
0.120643534,-1254136,139.0414058956916,template_3,sample_audio/test_dset_2.wav
0.11283156,-1254147,139.04090702947846,template_3,sample_audio/test_dset_2.wav
0.11129931,-1254178,139.03950113378684,template_3,sample_audio/test_dset_2.wav
0.110916145,-1254381,139.0302947845805,template_3,sample_audio/test_dset_2.wav
0.107822895,-1254809,139.0108843537415,template_3,sample_audio/test_dset_2.wav
0.10779904,-1254371,139.03074829931973,template_3,sample_audio/test_dset_2.wav
0.105822735,-1254799,139.01133786848072,template_3,sample_audio/test_dset_2.wav
0.10573669,-1254168,139.03995464852608,template_3,sample_audio/test_dset_2.wav
0.103657365,-1254788,139.01183673469387,template_3,sample_audio/test_dset_2.wav
0.10344835,-1254361,139.03120181405896,template_3,sample_audio/test_dset_2.wav
0.10155038,-1254360,139.03124716553287,template_3,sample_audio/test_dset_2.wav
0.101424865,-1254166,139.04004535147394,template_3,sample_audio/test_dset_2.wav
0.101365924,-1254137,139.0413605442177,template_3,sample_audio/test_dset_2.wav
0.100640126,-1253709,139.0607709750567,template_3,sample_audio/test_dset_2.wav
0.100406654,-1254158,139.0404081632653,template_3,sample_audio/test_dset_2.wav
0.09979791,-1254391,139.02984126984126,template_3,sample_audio/test_dset_2.wav
0.09925156,-1254798,139.01138321995464,template_3,sample_audio/test_dset_2.wav
0.098334186,-1254830,139.0099319727891,template_3,sample_audio/test_dset_2.wav
0.09812069,-1254350,139.0317006802721,template_3,sample_audio/test_dset_2.wav
0.09778014,-1254370,139.03079365079364,template_3,sample_audio/test_dset_2.wav
0.09749204,-1254392,139.02979591836734,template_3,sample_audio/test_dset_2.wav
0.09711302,-1254125,139.04190476190476,template_3,sample_audio/test_dset_2.wav
0.09703503,-1254145,139.0409977324263,template_3,sample_audio/test_dset_2.wav
0.096191004,-1254188,139.0390476190476,template_3,sample_audio/test_dset_2.wav
0.09569118,-1254819,139.01043083900225,template_3,sample_audio/test_dset_2.wav
0.095088474,-1254402,139.0293424036281,template_3,sample_audio/test_dset_2.wav
0.09487406,-1254808,139.01092970521543,template_3,sample_audio/test_dset_2.wav
0.094775416,-1253699,139.0612244897959,template_3,sample_audio/test_dset_2.wav
0.09439047,-1254135,139.04145124716553,template_3,sample_audio/test_dset_2.wav
0.09314348,-1254466,139.02643990929704,template_3,sample_audio/test_dset_2.wav
0.09308344,-1254585,139.02104308390022,template_3,sample_audio/test_dset_2.wav
0.09241467,-1253933,139.05061224489796,template_3,sample_audio/test_dset_2.wav
0.09205779,-1254380,139.03034013605443,template_3,sample_audio/test_dset_2.wav
0.09109604,-1254820,139.01038548752834,template_3,sample_audio/test_dset_2.wav
0.09040592,-1254382,139.03024943310658,template_3,sample_audio/test_dset_2.wav
0.09012969,-1254586,139.0209977324263,template_3,sample_audio/test_dset_2.wav
0.09007955,-1254477,139.0259410430839,template_3,sample_audio/test_dset_2.wav
0.08907854,-1254778,139.0122902494331,template_3,sample_audio/test_dset_2.wav
0.08895199,-1254787,139.0118820861678,template_3,sample_audio/test_dset_2.wav
0.08810118,-1254126,139.04185941043085,template_3,sample_audio/test_dset_2.wav
0.08743249,-1254606,139.02009070294784,template_3,sample_audio/test_dset_2.wav
0.08722559,-1254445,139.02739229024942,template_3,sample_audio/test_dset_2.wav
0.08718153,-1254187,139.03909297052155,template_3,sample_audio/test_dset_2.wav
0.08685022,-1253689,139.06167800453514,template_3,sample_audio/test_dset_2.wav
0.08674767,-1253730,139.0598185941043,template_3,sample_audio/test_dset_2.wav
0.086333714,-1253688,139.06172335600908,template_3,sample_audio/test_dset_2.wav
0.08613468,-1254476,139.02598639455783,template_3,sample_audio/test_dset_2.wav
0.0860969,-1253720,139.06027210884355,template_3,sample_audio/test_dset_2.wav
0.08597314,-1254810,139.01083900226757,template_3,sample_audio/test_dset_2.wav
0.085876346,-1253942,139.05020408163264,template_3,sample_audio/test_dset_2.wav
0.085441634,-1254595,139.020589569161,template_3,sample_audio/test_dset_2.wav
0.08541276,-1253932,139.05065759637188,template_3,sample_audio/test_dset_2.wav
0.08513194,-1253678,139.0621768707483,template_3,sample_audio/test_dset_2.wav
0.08485957,-1254155,139.04054421768708,template_3,sample_audio/test_dset_2.wav
0.08478455,-1254423,139.02839002267575,template_3,sample_audio/test_dset_2.wav
0.08451341,-1253943,139.05015873015873,template_3,sample_audio/test_dset_2.wav
0.0843567,-1254176,139.0395918367347,template_3,sample_audio/test_dset_2.wav
0.08419115,-1253719,139.06031746031746,template_3,sample_audio/test_dset_2.wav
0.08373088,-1254372,139.0307029478458,template_3,sample_audio/test_dset_2.wav
0.083714835,-1254767,139.01278911564626,template_3,sample_audio/test_dset_2.wav
0.08347144,-1254487,139.02548752834468,template_3,sample_audio/test_dset_2.wav
0.083142765,-1254401,139.02938775510205,template_3,sample_audio/test_dset_2.wav
0.082857944,-1255065,138.99927437641725,template_3,sample_audio/test_dset_2.wav
0.082818195,-1254575,139.02149659863946,template_3,sample_audio/test_dset_2.wav
0.08261693,-1255044,139.0002267573696,template_3,sample_audio/test_dset_2.wav
0.082569815,-1254198,139.0385941043084,template_3,sample_audio/test_dset_2.wav
0.082532115,-1254413,139.02884353741496,template_3,sample_audio/test_dset_2.wav
0.08141208,-1253710,139.06072562358275,template_3,sample_audio/test_dset_2.wav
0.08092528,-1254840,139.0094784580499,template_3,sample_audio/test_dset_2.wav
0.08066564,-1254789,139.01179138321996,template_3,sample_audio/test_dset_2.wav
0.08062417,-1254777,139.01233560090702,template_3,sample_audio/test_dset_2.wav
0.080198295,-1253953,139.0497052154195,template_3,sample_audio/test_dset_2.wav
0.08018238,-1253698,139.06126984126985,template_3,sample_audio/test_dset_2.wav
0.079629816,-1254455,139.02693877551022,template_3,sample_audio/test_dset_2.wav
0.07962354,-1254115,139.042358276644,template_3,sample_audio/test_dset_2.wav
0.079564594,-1253729,139.05986394557823,template_3,sample_audio/test_dset_2.wav
0.07906988,-1255033,139.00072562358275,template_3,sample_audio/test_dset_2.wav
